번호,제작년도,제작월,초수,대분류,중분류,소분류,광고주,제품,제목,대행사,제작프로덕션
1994,1999,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,공동체의식,쉬운일은아닙니다,(주)선연투웨이애드,선연
1994,1999,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,국민화합,새천년새한국,업체불명,조영커뮤니케이션
1994,1999,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,민족정신,우리는드림팀이아닙니다,업체불명,
1994,1999,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,독서캠페인,독서캠페인,(주)휘닉스커뮤니케이션즈,휘닉스컴
1994,1999,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,친절,친절은표현할때,업체불명,
1994,2000,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,이웃사랑,이웃사랑,(주)MBC애드컴,MBC애드컴
1994,2000,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,기초질서,질서는당신의얼굴,(주)코래드,코래드
1994,2000,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,국민화합,조정경기,(주)오리콤,오리콤
1994,2000,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,안보의식,우리의아이,(주)엘지애드,엘지애드
1994,2000,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,적극적시민의식,제대로찍으시죠,(주)제일기획,제일기획
1994,2000,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,환경보전,동물사진,(주)리앤디디비,리앤디디비
1994,2001,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,교통질서,글로벌에티켓,(주)휘닉스커뮤니케이션즈,휘닉스컴
1994,2001,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,월드컵,월드컵,(주)제일기획,제일기획
1994,2001,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,10년후의명함,10년후의명함,(주)선연투웨이애드,선연
1994,2001,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,친절,친절,업체불명,알텍멀티미디어
1994,2001,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,환경보전,샤워,(주)MBC애드컴,MBC애드컴
1994,2001,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,환경보전,주수소,(주)MBC애드컴,MBC애드컴
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,불우이웃돕기,종소리,(주)엘지애드,엘지애드
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,결식아동돕기,이웃사랑계획서,(주)코래드,코래드
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,교통예절,푸른신호등,(주)하쿠호도제일,하쿠호도제일
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,월드컵,약속,티비더블유에이코리아(주),TBWA
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,마약추방,무덤,레오버넷(주),레오버넷
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,친절,미소로인사하기,(주)리앤디디비,리앤디디비
1994,2002,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,환경보전-수질보존,생활하수,(주)선연투웨이애드,선연
1994,2003,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,이웃사랑,나누는마음,(주)선연투웨이애드,Propaganda
1994,2003,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,열심히일하는한국인,자랑스런한국인,업체불명,쿠바필름커뮤니
1994,2003,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,신용관리중요성재인식,늪,나라기획,나라기획
1994,2003,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,산불예방,손끝,(주)금강기획,금강기획
1994,2003,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,가정/청소년,대화,업체불명,이투사운드
1994,2003,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,자원재활용의중요성,쓰레기는죽지않는다,(주)대홍기획,쿠프로
1994,2004,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,가정의 소중함,소중한가정,(주)케이이씨씨,KECC
1994,2004,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,자원봉사활동,자원봉사,업체불명,프로덕션전영
1994,2004,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,육류소비촉진,육류소비촉진,(주)선연투웨이애드,Propaganda
1994,2004,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,편견 해소와 기회의 평등,색안경,(주)아나기획,메스메이지
1994,2004,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,불법복제예방,점묘화,업체불명,광고방잼필름
1994,2004,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,자원재활용,병들의합창,(주)대홍기획,쿠프로덕션
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,경제회복의 자신감,봄의시작,(주)휘닉스커뮤니케이션즈,메스메이지
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,인터넷예절의 중요성,천의얼굴,업체불명,필름포
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,일상의 실천적인 배려,타인에대한배려,(주)케이이씨씨,W프로덕션
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,장기기증은 생명을 나누는 고귀한 행위,동갑내기생일파티,(주)인터콤 어소시에이션,오투 프로덕션
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,부모자식간의 대화의 중요성 강조,한일공동캠페인-일본,덴츠오사카,
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,부모자식간의 대화의   중요성 강조,한일공동캠페인-한국,(주)제일기획,알파빌44
1994,2005,,30,관공서 및 단체,단체,공공단체,한국방송광고공사,친환경적인 생활강조,고맙습니다,업체불명,크리에이티브닷
광고대상01-01,2000,,30,제약 및 의료,대사성의약,빈혈치료제,부광약품공업(주),훼로바 에프,"엄마철분,아기철분",업체불명,
광고대상01-02,2000,,30,제약 및 의료,소화위장약,변비치료제,부광약품공업(주),아락실,변비. 문제는 장운동,업체불명,
광고대상01-03,2000,,20,제약 및 의료,감기약,종합감기약,부광약품공업(주),타코나 에스,권해요편,업체불명,
광고대상01-04,2000,,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,심은하편,업체불명,
광고대상01-05,1999,10,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,집 방문편,업체불명,
광고대상01-06,2000,,30,음료 및 기호식품,기호식품,커피크리머,동서식품(주),프리마,첫사랑 만난날,업체불명,
광고대상01-07,2000,,30,음료 및 기호식품,기호식품,커피 및 커피믹스,동서식품(주),맥심,눈오는 토요일,업체불명,
광고대상01-08,1999,11,30,식품,제과,스낵,(주)오리온,포카칩,결혼첫날밤,업체불명,
광고대상01-09,1999,01,30,식품,제과,스낵,(주)오리온,오감자,경극편,업체불명,
광고대상01-10,2000,02,20,식품,제과,비스켓 및 쿠키,(주)오리온,이츠,아직도 오빠생각나,업체불명,
광고대상01-11,1999,10,20,식품,제빵,"빵,케익 및 떡",(주)오리온,오뜨,여왕들의 정상회담,업체불명,
광고대상01-12,1999,01,30,식품,제과,파이,(주)오리온,오키,오키델라,업체불명,
광고대상01-13,1999,05,20,식품,제과,초코릿,(주)오리온,핫브레이크,기차역편,업체불명,
광고대상01-14,1999,,20,식품,제과,초코릿,(주)오리온,핫브레이크,독립군편,업체불명,
광고대상01-15,1999,,30,식품,제과,파이,(주)오리온,쵸코파이 정,교실편,업체불명,
광고대상01-16,1999,01,30,식품,제과,파이,(주)오리온,쵸코파이 정,놀이터편,업체불명,
광고대상01-18,2000,07,30,서비스,음식 및 숙박,패스트푸드점,한국피자헛 유한회사,불갈비 피자,김선아편,업체불명,
광고대상01-19,1999,08,20,그룹 및 기업광고,그룹광고,그룹PR,(주)해찬들,해찬들,스물여섯 해찬들,업체불명,
광고대상01-20,1999,06,30,식품,조미향신료,장류,(주)해찬들,태양초 고추장,도예교실편,업체불명,
광고대상01-21,2000,02,30,음료 및 기호식품,비알콜음료,기능성 건강음료,서울우유협동조합,네버다이 칸,슈퍼마켓편,업체불명,
광고대상01-22,2000,01,30,음료 및 기호식품,비알콜음료,스포츠음료,제일제당,게토레이,아이스 하이편,업체불명,
광고대상01-23,2000,04,30,음료 및 기호식품,비알콜음료,기능성 건강음료,제일제당,솔의눈,솔숲,업체불명,
광고대상01-24,1999,01,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,제일제당,에퓨,조성모편,업체불명,
광고대상01-25,2000,05,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)코리아나화장품 서울지점,엔시아,밤에 만나는 비타민c,업체불명,
광고대상01-26,2000,03,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)코리아나화장품 서울지점,아스트라21,지미기편,업체불명,
광고대상01-27,2000,01,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)코리아나화장품 서울지점,아스트라21,정우성편,업체불명,
광고대상01-28,2000,02,30,가정용 전기전자,음향기기,휴대용 음향기기,삼성전자(주),윙고,지하철역,업체불명,
광고대상01-29,1999,10,30,가정용 전기전자,영상기기,TV,삼성전자(주),파브,상상치 못한 충격,업체불명,
광고대상01-30,2000,,30,가정용 전기전자,영상기기,카메라,삼성테크윈(주),캐녹스,오페라편,업체불명,
광고대상01-31,2000,,30,컴퓨터 및 정보통신,통신망,이동통신,한국통신프리텔,N016,목소리로 보내는 러브레터,업체불명,
광고대상01-32,2000,01,30,컴퓨터 및 정보통신,통신정보 서비스,인터넷서비스,(주)다음커뮤니케이션,다음,스님편,업체불명,
광고대상01-33,2000,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)새롬기술,다이얼패드,미국에서 먼저 시작했습니다,업체불명,
광고대상01-34,2000,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)새롬기술,다이얼패드,새롬이 커질수록,업체불명,
광고대상01-35,2000,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)옥션,옥션,화장실편,업체불명,
광고대상01-36,2000,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)옥션,옥션,병원입원편,업체불명,
광고대상01-37,2000,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)옥션,옥션,싸움편,업체불명,
광고대상01-38,2000,06,60,컴퓨터 및 정보통신,통신망,인터넷통신망,(주)케이티,메가패스,신현준편,업체불명,
광고대상01-39,2000,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,SK(주),오케이 캐쉬백 점 컴,말로하는 인터넷,업체불명,
광고대상01-40,2000,04,30,화장품 및 보건용품,구강용품,치약,제일제당,닥터세닥,서세원편,업체불명,
광고대상01-41,2000,08,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,제일제당,식물나라,박주미편,업체불명,
광고대상01-42,2000,08,20,화장품 및 보건용품,세제류,주방세제,제일제당,참그린,손나이 몇살이세요,업체불명,
광고대상01-43,2000,04,20,화장품 및 보건용품,세제류,섬유유연제,(주)피죤,피죤 링클프리,부드러움에 초대,업체불명,
광고대상01-44,2000,04,20,화장품 및 보건용품,세제류,섬유유연제,(주)피죤,피죤 링클프리,부드러운 유혹편,업체불명,
광고대상01-45,1999,12,20,패션,정장의류,학생복,제일모직(주)아이비클럽,아이비클럽,쭉쭉빵빵,업체불명,
광고대상01-46,2000,,20,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",농협협동조합중앙회,농협,여자들 수다편,업체불명,
