번호,제작년도,제작월,초수,대분류,중분류,소분류,광고주,제품,제목,대행사,제작프로덕션
kcu14-63,2004,,30,교육 및 복지 후생,교육기관,어학학원,지앤비영어전문교육(주),지앤비영어교육,꽃꽃이,업체불명,
kcu14-64,2004,,15,그룹 및 기업광고,그룹광고,그룹PR,(주)대교,대교눈높이교육,대교눈높이교육,업체불명,
kcu14-65,2004,,30,화장품 및 보건용품,모발 및 목욕용제,세안비누,유니레버코리아(주)서울지점,도브엑스폴리에이팅,도브엑스폴리에이팅,업체불명,
kcu14-66,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",동부건설(주),동부센트레빌,"유지,런칭",업체불명,
kcu14-67,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",롯데건설(주),롯데캐슬,성,업체불명,
kcu14-68,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,제일화재,제일화재,제일화재,업체불명,
kcu14-69,2004,,20,수송기기,승용자동차,다목적 승용차,기아자동차(주),카니발11,둘리,업체불명,
kcu14-70,2004,,30,수송기기,승용자동차,중형승용차,현대자동차(주),트라제XG,트라제XG,업체불명,
kcu14-71,2004,,30,음료 및 기호식품,비알콜음료,스포츠음료,동아오츠카주식회사,포카리스웨트,유리공예,업체불명,
kcu14-72,2004,,30,컴퓨터 및 정보통신,통신망,통신망 기타,하나로통신,하나포스,김풍,업체불명,
kcu14-73,2004,,30,컴퓨터 및 정보통신,통신망,통신망 기타,하나로통신,하나포스,박한별,업체불명,
kcu14-74,2004,,30,컴퓨터 및 정보통신,통신망,국제전화,에스케이텔링크(주),700,생일축하,업체불명,
kcu14-75,2004,,20,컴퓨터 및 정보통신,통신망,국제전화,에스케이텔링크(주),700,부부싸움,업체불명,
kcu14-76,2004,,30,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,에스케이텔레콤(주),기업PR,담없는 학교,업체불명,
kcu14-77,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,씨제이(주),기업PR,페인트,업체불명,
kcu14-78,2004,,20,서비스,음식 및 숙박,제과점,비알코리아(주),던킨도너츠,사무실,업체불명,
kcu14-79,2004,,30,식품,제과,스낵,(주)오리온,도리토스,가라가라,업체불명,
kcu14-80,2004,,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),로가디스,"차인표,신애라",업체불명,
kcu14-81,2004,,30,컴퓨터 및 정보통신,통신망,이동통신,에스케이텔레콤(주),스피드011,바나나,업체불명,
kcu14-82,2004,,30,식품,식품 기타,식품 기타,(주)퓨리나코리아,알포,"알포먹고 쌩쌩,폴짝",업체불명,
kcu14-83,2004,,20,패션,캐주얼의류,캐주얼웨어,(주)연승어패럴,클라이드,"이정재,송혜교",업체불명,
kcu14-84,2004,,30,컴퓨터 및 정보통신,통신기기,휴대폰,(주)팬택앤큐리텔,팬택&큐리텔,가면,업체불명,
kcu14-85,2004,,30,식품,제과,스낵,(주)오리온,포카칩,그물침대,업체불명,
kcu14-86,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)풀무원,풀무원,감나무,업체불명,
kcu14-88,2004,,30,서비스,음식 및 숙박,패스트푸드점,한국피자헛 유한회사,피자헛,기차역,업체불명,
kcu14-89,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)대림건설,E-편한세상,질투,업체불명,
kcu14-90,2004,,30,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티프리텔,KTF,릴레이,업체불명,
kcu14-91,2004,,20,그룹 및 기업광고,그룹광고,그룹PR,대한생명보험(주),63빌딩 '63CITY',63빌딩 '63CITY',업체불명,
kcu14-92,2004,,20,식품,식품 기타,식품 기업PR,해태제과식품(주)서울지점,기업PR,유통기한,업체불명,
kcu14-93,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)세스코,세스코,신고하자,업체불명,
kcu14-94,2004,,20,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",신도산업개발주식회사,신도브래뉴,골프,업체불명,
kcu14-95,2004,,20,음료 및 기호식품,비알콜음료,믹스음료,해태음료(주),쿠바나,공항 에스컬레이터,업체불명,
kcu14-96,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)한샘,한샘인테리어,벌새,업체불명,
kcu14-97,2004,,20,식품,대용식품,만두,해태제과식품(주)서울지점,해태고향물만두,인형놀이,업체불명,
kcu14-98,2004,,30,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티,기업PR,땅,업체불명,
kcu14-99,2004,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",현대증권(주),기업PR,사랑의 연탄은행,업체불명,
kcu15-01,2004,,30,기초재,기초재 기타,기초재 기업PR,SK(주),SK엔크린,박상민편,업체불명,
kcu15-02,2004,,30,식품,조미향신료,장류,(주)두산종가집사업부,종가집,한결같은 솜씨,업체불명,
kcu15-03,2004,,30,음료 및 기호식품,비알콜음료,"홍차, 녹차음료",롯데칠성음료(주),실론티,바다,업체불명,
kcu15-04,2004,,20,"금융, 보험 및 증권",금융 및 보험,손해보험,동부화재해상보험(주),동부화재,차보다 사람이 먼저,업체불명,
kcu15-05,2004,,30,음료 및 기호식품,알콜음료,탁주 및 전통주,두산주류사업본부,설중매,식당편,업체불명,
kcu15-06,2004,,30,식품,아이스크림,복합빙과,롯데제과(주),와,보드편,업체불명,
kcu15-07,2004,,30,가정용품,생활잡화 및 기기,생활잡화 및 기기 기타,(주)제이엠글로벌,JM산소피아,강아지편,업체불명,
kcu15-08,2004,,30,서비스,운송,항공여객운송,(주)대한항공,대한항공,부부편,업체불명,
kcu15-09,2004,,30,제약 및 의료,"백신,구충 및 살충제",살충 및 방충제,헨켈홈케어코리아(유),홈매트 리퀴드,그림일기편,업체불명,
kcu15-10,2004,,30,컴퓨터 및 정보통신,통신기기,휴대폰,(주)팬택앤큐리텔,PANTECH&CURITEL,윤도현편,업체불명,
kcu15-11,2004,,30,가정용품,주방용품,정수기,(주)교원 L&C,교원L&C정수기 웰스,"송혜교,이병헌편",업체불명,
kcu15-12,2004,,30,가정용품,방취 및 방균제,방취 및 방향제,더크로락스인터내셔날컴퍼니.한국지점,그래드,악어편,업체불명,
kcu15-13,2004,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",대우증권(주),대우증권,임권택 감독편,업체불명,
kcu15-14,2004,,20,가정용 전기전자,주방용 전기전자,전기밥솥,쿠쿠홈시스(주),쿠쿠,이다도시편,업체불명,
kcu15-15,2004,,20,그룹 및 기업광고,그룹광고,그룹PR,삼성전자(주),삼성,기업PR,업체불명,
kcu15-16,2004,,20,그룹 및 기업광고,그룹광고,그룹PR,에스케이텔레콤(주),SK텔레콤,동창회모임,업체불명,
kcu15-17,2004,,30,출판,일반용 교재,일반용 학습지,(주)웅진씽크빅,웅진씽크빅,한지민편,업체불명,
kcu15-18,2004,,20,그룹 및 기업광고,그룹광고,그룹PR,에스케이텔레콤(주),스피드011,볼륨,업체불명,
kcu15-19,2004,,30,제약 및 의료,소화위장약,변비치료제,(주)케이티앤지,뮤뮤,장속 뮤신을 키우자,업체불명,
kcu15-20,2004,,30,기초재,"석탄,석유 및 가스",윤활유,한국타이어(주),지크XQ,송강호편,업체불명,
kcu15-21,2004,,30,수송기기,수송기기 기타,수송기기 기업PR,GM대우,GM DAEWOO,새바람 깃발편,업체불명,
kcu15-22,2004,,20,가정용품,주방용품,정수기,(주)교원 L&C,교원L&C정수기 웰스,보디가드편,업체불명,
kcu15-23,2004,,30,서비스,운송,항공여객운송,(주)대한항공,대한항공,베트남 하롱베이,업체불명,
kcu15-24,2004,,30,패션,정장의류,신사정장,(주)빌트모아,빌트모아,권상우편,업체불명,
kcu15-25,2004,,30,가정용 전기전자,주방용 전기전자,전기밥솥,쿠쿠홈시스(주),쿠쿠,리오트 가습기,업체불명,
kcu15-26,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,대한생명보험(주),대한생명,전인화편,업체불명,
kcu15-27,2004,,20,서비스,음식 및 숙박,제과점,파리바게뜨,파리바게뜨,눈 오는날,업체불명,
kcu15-28,2004,,30,"금융, 보험 및 증권",주식 및 유가증권,상품권,(주)신세계,신세계 상품권,이승엽편,업체불명,
kcu15-29,2004,,30,컴퓨터 및 정보통신,방송,위성TV,(주)한국디지털방송,스카이 수능,15인의 수능지존편,업체불명,
kcu15-30,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,제일화재,제일화재,클릭편,업체불명,
kcu15-31,2004,,30,음료 및 기호식품,비알콜음료,믹스음료,싸이토팜(주),셀업,이정수편,업체불명,
kcu15-32,2004,,30,식품,조미향신료,장류,(주)해찬들,태양초고추장,매워도 다시 한번2편,업체불명,
kcu15-33,2004,,30,음료 및 기호식품,비알콜음료,콜라,한국코카콜라보틀링,코카콜라,내가 우너하는걸 알고있다,업체불명,
kcu15-34,2004,,30,가정용 전기전자,영상기기,카메라,한국후지필름(주),후지필름,지난여름편,업체불명,
kcu15-35,2004,,20,식품,아이스크림,복합빙과,해태,크런치킹,김동성편,업체불명,
kcu15-36,2004,,30,서비스,음식 및 숙박,콘도,(주)용평리조트,용평리조트,보아편,업체불명,
kcu15-37,2004,,30,서비스,음식 및 숙박,콘도,(주)용평리조트,용평리조트,보아편2,업체불명,
kcu15-38,2004,,30,음료 및 기호식품,알콜음료,맥주,(주)파인건설,하이트피쳐,김남진편,업체불명,
kcu15-39,2004,,15,가정용 전기전자,냉방 및 공기 청정기,냉방 및 공기청정기 기타,(주)원전커머스,입욕생활F,집에서 즐기세요,업체불명,
kcu15-40,2004,,40,그룹 및 기업광고,그룹광고,그룹PR,한국마사회,한국마사회,계주편,업체불명,
kcu15-41,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,한국마사회,한국마사회,수영편,업체불명,
kcu15-42,2004,,20,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)한화건설,오벨리스크,오벨리스크,업체불명,
kcu15-43,2004,,20,"금융, 보험 및 증권",금융 및 보험,손해보험,교보생명보험(주),교보생명,소년의 꿈,업체불명,
kcu15-44,2004,,30,"금융, 보험 및 증권",금융 및 보험,신용카드,(주)우리은행,우리카드,꽃시장 편,업체불명,
kcu15-45,2004,,20,음료 및 기호식품,비알콜음료,기능성 건강음료,현대약품(주),헬씨올리고,김민정편,업체불명,
kcu15-46,2004,,30,식품,유제품,분유,일동후디스(주),트루맘,자는 아이편,업체불명,
kcu15-47,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,교보생명보험(주),교보생명,소년의 꿈 (전편),업체불명,
kcu15-48,2004,,30,수송기기,승용자동차,중형승용차,현대자동차(주),AVANTE XD,주행편,업체불명,
kcu15-49,2004,,30,제약 및 의료,"이비인후, 치과 및 안과용제","이비인후, 치과 및 안과용제 기타",(주)한국존슨앤드존슨,ACUVUE,보윤이편,업체불명,
kcu15-50,2004,,40,관공서 및 단체,중앙 및 지방 관공서,중앙관공서,국정홍보처,국정홍보처,"엄마,아빠의 편지",업체불명,
kcu15-51,2004,,30,관공서 및 단체,중앙 및 지방 관공서,지방자치단체,양평군청,물맑은 양편쌀,자연,업체불명,
kcu15-52,2004,,30,화장품 및 보건용품,모발 및 목욕용제,"샴푸,린스",유니레버코리아㈜,도브 크림샴푸,인터뷰편,업체불명,
kcu15-53,2004,,20,서비스,음식 및 숙박,기타 프랜차이즈점,비비큐,비비큐,촌닭편,업체불명,
kcu15-54,2004,,30,출판,일반용 교재,일반용 학습지,(주)한국몬테소리,마이워디,캐릭터 영어,업체불명,
kcu15-55,2004,,30,서비스,문화 및 공연,공연,티켓링크,AIDA,PR,업체불명,
kcu15-56,2004,,30,화장품 및 보건용품,가정 및 보건용 제지,생리대,유한킴벌리(주),화이트,화이트 인터뷰14,업체불명,
kcu15-57,2004,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",(주)제일은행,제일은행,홍명보,업체불명,
kcu15-58,2004,,30,가정용 전기전자,영상기기,카메라,한국후지제록스(주),후지제록스,복합기,업체불명,
kcu15-59,2004,,30,화장품 및 보건용품,가정 및 보건용 제지,종이기저귀,유한킴벌리(주),하기스 엠보싱물티슈,아기들편,업체불명,
kcu15-60,2004,,20,"금융, 보험 및 증권",금융 및 보험,손해보험,메트라이프생명보험(주),메트라이프생명,그네편,업체불명,
kcu15-61,2004,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",(주)제일은행,제일은행,마트편,업체불명,
kcu15-62,2004,,30,서비스,음식 및 숙박,콘도,보광휘닉스파크,휘닉스파크,PR편,업체불명,
kcu15-63,2004,,30,화장품 및 보건용품,가정 및 보건용 제지,종이기저귀,유한킴벌리(주),하기스 매직벨트,재롱잔치편,업체불명,
kcu15-64,2004,,30,식품,수산품,수산통조림,(주)동원에프앤비,동원참치,참치 요리,업체불명,
kcu15-65,2004,,30,제약 및 의료,대사성의약,빈혈치료제,(주)중외제약,훼럼플러스,임산부편,업체불명,
kcu15-66,2004,,30,유통,"소형, 소매유통",전자대리점,(주)하이마트,하이마트,교실편,업체불명,
kcu15-67,2004,,30,화장품 및 보건용품,구강용품,치약,(주)엘지생활건강,페리오,사과,업체불명,
kcu15-68,2004,,30,제약 및 의료,근육 및 신경통제,신경통 및 류마티스제,(주)태평양제약,케토톱,할머니편,업체불명,
kcu15-69,2004,,15,컴퓨터 및 정보통신,컴퓨터S/W,컴퓨터 게임용S/W,(주)소니컴퓨터엔터테인먼트코리아,플레이 스테이션,TV출연,업체불명,
kcu15-70,2004,,15,컴퓨터 및 정보통신,컴퓨터S/W,컴퓨터 게임용S/W,(주)소니컴퓨터엔터테인먼트코리아,플레이 스테이션,새로나온 게임,업체불명,
kcu15-71,2004,,15,컴퓨터 및 정보통신,컴퓨터S/W,컴퓨터 게임용S/W,(주)소니컴퓨터엔터테인먼트코리아,플레이 스테이션,창의력 게임,업체불명,
kcu15-72,2004,,20,가정용 전기전자,가정용 전기전자 기타,가정용 전기전자 기타,(주)하이필,하이필,물고기편,업체불명,
kcu15-73,2004,,30,관공서 및 단체,단체,공공단체,청소년위원회,청소년흡연예방캠페인,담배핀다고멋있어지나요,업체불명,
kcu15-74,2004,,30,관공서 및 단체,단체,민간단체,천안논산고속도로(주),천안논산고속도로,백제에다녀오자,업체불명,
kcu15-75,2004,,20,음료 및 기호식품,비알콜음료,"홍차, 녹차음료",해태,산녹차,산녹차,업체불명,
kcu15-76,2004,,30,식품,대용식품,대용식품 제품종합,대상(주),COOKJOY,장나라편,업체불명,
kcu15-77,2004,,20,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",대한투자신탁증권,대한투자신탁증권,허구연편,업체불명,
kcu15-78,2004,,20,수송기기,승용자동차,대형승용차,기아자동차(주),오피러스,PR편,업체불명,
kcu15-79,2004,,20,수송기기,승용자동차,대형승용차,기아자동차(주),오피러스,당신을 예측하기엔,업체불명,
kcu15-80,2004,,30,수송기기,승용자동차,대형승용차,기아자동차(주),오피러스,매장편,업체불명,
kcu15-81,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)케이티앤지,KT&G,이은결편,업체불명,
kcu15-82,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)케이티앤지,KT&G,이은결편2,업체불명,
kcu15-83,2004,,20,그룹 및 기업광고,그룹광고,그룹PR,(주)르네시떼,르네시떼,옷편,업체불명,
kcu15-84,2004,,20,그룹 및 기업광고,그룹광고,그룹PR,(주)르네시떼,르네시떼,컴퓨터편,업체불명,
kcu15-85,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)르네시떼,르네시떼,쥬얼리편,업체불명,
kcu15-86,2004,,30,서비스,음식 및 숙박,기타 프랜차이즈점,비비큐,비비큐,김원희편,업체불명,
kcu15-87,2004,,30,서비스,음식 및 숙박,기타 프랜차이즈점,비비큐,닭읽는 마을,김원희편,업체불명,
kcu15-88,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,전화정보서비스,(주)다날,700-5857,화장실편,업체불명,
kcu15-89,2004,,20,컴퓨터 및 정보통신,통신기기,휴대폰,(주)셀빅,마이큐브,임산부편,업체불명,
kcu15-90,2004,,20,컴퓨터 및 정보통신,통신기기,휴대폰,(주)셀빅,마이큐브,거짓말 탐지기,업체불명,
kcu15-91,2004,,30,음료 및 기호식품,비알콜음료,기능성 건강음료,동화약품공업(주),비타천,1000자를 외우자,업체불명,
kcu15-92,2004,,30,가정용 전기전자,가사용 전기전자,세탁기,(주)대우일렉트로닉스,대우일렉트로닉스,인터뷰편,업체불명,
kcu15-93,2004,,30,가정용 전기전자,가사용 전기전자,세탁기,(주)대우일렉트로닉스,대우일렉트로닉스,김영자주부편,업체불명,
kcu15-94,2004,,30,가정용 전기전자,가사용 전기전자,세탁기,(주)대우일렉트로닉스,대우일렉트로닉스,강제희주부편,업체불명,
kcu15-95,2004,,30,가정용 전기전자,가사용 전기전자,세탁기,(주)대우일렉트로닉스,대우일렉트로닉스,하현주주부편,업체불명,
kcu15-96,2004,,30,출판,일반용 교재,일반용 학습지,(주)금성출판사,푸르넷 공부방,교실편,업체불명,
kcu15-97,2004,,30,패션,스포츠 전문복,스포츠웨어,미즈노,미즈노,어떤 상황에서도,업체불명,
kcu15-98,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,푸르덴셜생명보험(주),푸르덴셜 생명,입학식편,업체불명,
kcu16-01,2004,,20,가정용품,가구류,가정용 가구,장인가구(주),장인가구,김정은편,업체불명,
kcu16-02,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,에스케이텔레콤(주),SK텔레콤,장학퀴즈,업체불명,
kcu16-05,2004,,30,"금융, 보험 및 증권",금융 및 보험,신용카드,비씨카드(주),비씨카드,빨간사과,업체불명,
kcu16-06,2004,,30,화장품 및 보건용품,모발 및 목욕용제,"샴푸,린스",소망화장품(주),꽃을든 남자,김혜수편,업체불명,
kcu16-07,2004,,30,화장품 및 보건용품,여성 기초화장품,클린징,(주)한국존슨앤드존슨,클린앤클리어,오후까지 깔끔한 기분,업체불명,
kcu16-08,2004,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",(주)엘지,LG,마음을 모아,업체불명,
kcu16-09,2004,,30,"금융, 보험 및 증권",금융 및 보험,신용카드,아시아나항공(주),아시아나 비자카드,마트편,업체불명,
kcu16-10,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)포스코건설,더,살수록 더 좋은집,업체불명,
kcu16-11,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",(주)삼흥종합건설,삼흥,미래에 투자합니다,업체불명,
kcu16-12,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,게임튜브,게임튜브,정다빈편,업체불명,
kcu16-13,2004,,30,화장품 및 보건용품,모발 및 목욕용제,"샴푸,린스",한국피앤지판매(유),팬틴 집중 손상케어,박지은편,업체불명,
kcu16-14,2004,,30,패션,원사 및 원단,신사 및 숙녀복지,제일모직(주),갤럭시,고양이,업체불명,
kcu16-15,2004,,30,컴퓨터 및 정보통신,컴퓨터,노트북PC,(주)인텔리코리아,컴팩 프리자리오,한가인편,업체불명,
kcu16-16,2004,,30,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",(주)하나은행,하나은행,하나하나를 위해,업체불명,
kcu16-17,2004,,30,컴퓨터 및 정보통신,방송,위성TV,(주)한국디지털방송,스카이라이프,인순이편,업체불명,
kcu16-18,2004,,30,서비스,음식 및 숙박,패스트푸드점,에스알에스코리아(주),샌드위치 GOGO,날씬하게,업체불명,
kcu16-19,2004,,30,"금융, 보험 및 증권",금융 및 보험,신용카드,아시아나항공(주),아시아나비자,비교편,업체불명,
kcu16-20,2004,,30,화장품 및 보건용품,구강용품,치약,(주)엘지생활건강,죽염치약,잇몸건강,업체불명,
kcu16-21,2004,,30,식품,제과,스낵,(주)농심,새우깡,활동,업체불명,
kcu16-22,2004,,30,화장품 및 보건용품,모발 및 목욕용제,"샴푸,린스",한국피앤지판매(유),팬틴 헤어헬스 시스템,수영장,업체불명,
kcu16-23,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,(주)엘지,LG,사막편,업체불명,
kcu16-24,2004,,30,화장품 및 보건용품,여성 기초화장품,클린징,(주)한국존슨앤드존슨,수딩마스크,변정민편,업체불명,
kcu16-25,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,에스케이텔레콤(주),sk텔레콤,인재의 숲,업체불명,
kcu16-26,2004,,30,가정용 전기전자,주방용 전기전자,냉장고,(주)엘지전자,디오스,엄마와 아이,업체불명,
kcu16-27,2004,,30,"건설, 건재 및 부동산","건설,건재 및 부동산 기타","건설,건재 및 부동산 기업PR",한국건설(주),한국 아델리움,유인촌편,업체불명,
kcu16-28,2004,,20,유통,대형유통,할인양판점,한국까르푸(주)서울사,까르푸,딸기,업체불명,
kcu16-29,2004,,20,유통,대형유통,할인양판점,한국까르푸(주)서울사,까르푸,쌀,업체불명,
kcu16-30,2004,,30,화장품 및 보건용품,여성 기초화장품,클린징,유니레버코리아(주)서울지점,폰즈 더블화이트,전지현편,업체불명,
kcu16-31,2004,,30,관공서 및 단체,단체,공공단체,한국관광공사,KOREA,도망편,업체불명,
kcu16-32,2004,,20,패션,패션기타,패션 기업PR,인디안모드,인디안,인디안과 함께,업체불명,
kcu16-33,2004,,15,제약 및 의료,대사성의약,성인 종합영양제,일동제약(주),아로나민,비타민 피로회복제,업체불명,
kcu16-34,2004,,30,가정용품,방취 및 방균제,방취 및 방향제,한국피앤지(주),페브리즈,냄새때문에,업체불명,
kcu16-35,2004,,30,가정용품,주방용품,주방용 식기,(주)코멕스산업,바이오킵스,싱싱함을 오래오래,업체불명,
kcu16-36,2004,,15,음료 및 기호식품,비알콜음료,믹스음료,웅진식품(주),초롱이,캐릭터,업체불명,
kcu16-37,2004,,30,가정용품,방취 및 방균제,방취 및 방향제,한국피앤지(주),페브리즈,청소,업체불명,
kcu16-38,2004,,30,제약 및 의료,대사성의약,자양강장제,(주)녹십자,청폐,조재현편,업체불명,
kcu16-39,2004,,20,가정용품,방취 및 방균제,방취 및 방향제,한국피앤지(주),페브리즈,연인편,업체불명,
kcu16-40,2004,,30,출판,일반용 교재,일반용 학습지,(주)한솔교육,신기한 한글나라,소신女,업체불명,
kcu16-41,2004,,30,패션,캐주얼의류,캐주얼웨어,TBJ,TBJ,신민아편,업체불명,
kcu16-42,2004,,30,서비스,음식 및 숙박,아이스크림 체인점,비알코리아(주),베스킨라빈스31,원빈편,업체불명,
kcu16-43,2004,,30,가정용 전기전자,가사용 전기전자,세탁기,엘지전자(주),트롬,고소영편,업체불명,
kcu16-44,2004,,20,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,한불화장품(주),THE ICS,송윤아편,업체불명,
kcu16-45,2004,,30,식품,아이스크림,콘,해태제과식품(주)서울지점,부라보콘,공항편,업체불명,
kcu16-46,2004,,20,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",굿모닝신한증권(주),굿모닝신한증권,식사편,업체불명,
kcu16-47,2004,,20,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",굿모닝신한증권(주),굿모닝신한증권,드레스룸편,업체불명,
kcu16-48,2004,,20,"금융, 보험 및 증권","금융,보험 및 증권기타","금융,보험 및 증권 기업PR",굿모닝신한증권(주),굿모닝신한증권,자동차편,업체불명,
kcu16-49,2004,,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)아모레퍼시픽,데일리 클렌징 폼,이나영편,업체불명,
kcu16-50,2004,,30,컴퓨터 및 정보통신,통신망,통신망 기타,(주)케이티,KT전화,정다빈편,업체불명,
kcu16-51,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,아이엔지생명보험(주),ING생명,남자편,업체불명,
kcu16-52,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,아이엔지생명보험(주),ING생명,여자편,업체불명,
kcu16-53,2004,,30,음료 및 기호식품,비알콜음료,믹스음료,(주)아노니,아노니,김하늘편,업체불명,
kcu16-54,2004,,30,가정용 전기전자,영상기기,카메라,(주)코니카미놀타 테크놀로지,KONICA,TNDJQVUS,업체불명,
kcu16-55,2004,,30,"금융, 보험 및 증권",금융 및 보험,신용카드,현대카드(주),현대카드,M을 가진분들의 자세,업체불명,
kcu16-56,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)웹이엔지코리아,네이트 부루마불,챔피언,업체불명,
kcu16-57,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)웹이엔지코리아,네이트 부루마불,DOC,업체불명,
kcu16-58,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)웹이엔지코리아,네이트 부루마불,차차차,업체불명,
kcu16-59,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)웹이엔지코리아,네이트 부루마불,런투유,업체불명,
kcu16-60,2004,,30,컴퓨터 및 정보통신,통신정보 서비스,PC온라인서비스,(주)웹이엔지코리아,네이트 부루마불,떳다그녀,업체불명,
kcu16-61,2004,,30,음료 및 기호식품,비알콜음료,"커피, 코코아음료",동서식품(주),캔 멕스웰 하우스,자동차 극장편,업체불명,
kcu16-62,2004,,30,가정용품,가구류,가정용 가구,(주)리바트총판,리바트,김남주편,업체불명,
kcu16-63,2004,,30,화장품 및 보건용품,여성 기초화장품,여성 일반기초화장품,(주)태평양제약,라네즈,피부에 세가지 보습작용,업체불명,
kcu16-64,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,SK마케팅&컴퍼니,OK캐쉬백,런칭,업체불명,
kcu16-65,2004,,20,컴퓨터 및 정보통신,통신망,통신망 기타,(주)엘지텔레콤,LG텔레콤,엔젤서비스,업체불명,
kcu16-66,2004,,30,식품,제과,초코릿,롯데제과(주),IOTE,고민,업체불명,
kcu16-67,2004,,30,그룹 및 기업광고,그룹광고,그룹PR,SK마케팅&컴퍼니,OK캐쉬백,유지편,업체불명,
kcu16-68,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,아메리카인터내셔날어슈어런스캄파니,AIG손해보험,가족사진편,업체불명,
kcu16-69,2004,,30,"금융, 보험 및 증권",금융 및 보험,손해보험,아메리카인터내셔날어슈어런스캄파니,AIG손해보험,4분할편,업체불명,
kcu16-70,2004,,30,컴퓨터 및 정보통신,통신망,이동통신,정보통신부,010번호이동성제도,010번호이동성제도,업체불명,
kcu16-71,2004,,30,화장품 및 보건용품,모발 및 목욕용제,"샴푸,린스",(주)엘지생활건강,더블리치,스타일을 바꿔도,업체불명,
kcu16-72,2004,,30,제약 및 의료,근육 및 신경통제,신경통 및 류마티스제,SK제약(주),트라스트,조깅편,업체불명,
kcu16-73,2004,,60,"금융, 보험 및 증권",금융 및 보험,손해보험,아메리카인터내셔날어슈어런스캄파니,AIG다보장 의료보험,야외 방송편,업체불명,
kcu16-74,2004,,30,컴퓨터 및 정보통신,컴퓨터 및 정보통신 기타,컴퓨터 및 정보통신 기업PR,(주)케이티프리텔,KTF,아기편,업체불명,
