파일명,년도,광고주,대분류,중분류,소분류,제품명,제목,대행사
AFA00149.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,창림12주년기념사은품증정,뉴코아종합기획
AFA00150.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,기업홍보,뉴코아종합기획
AFA00151.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,백화점탄생전,뉴코아종합기획
AFA00152.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,백화점드디어탄생,뉴코아종합기획
AFA00153.wma,1992,(주)뉴코아,유통,대형유통,백화점,수원하이웨이백화점,백화점탄생전,뉴코아종합기획
AFA00154.wma,1992,(주)뉴코아,유통,대형유통,백화점,수원하이웨이백화점,백화점드디어탄생,뉴코아종합기획
AFA00155.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,기업홍보,뉴코아종합기획
AFA00156.wma,1992,(주)뉴코아,유통,대형유통,백화점,하이웨이동수원백화점,백화점탄생전,뉴코아종합기획
AFA00157.wma,1992,(주)뉴코아,유통,대형유통,백화점,하이웨이동수원백화점,백화점드디어탄생,뉴코아종합기획
AFA00158.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점순천점,백화점드디어탄생,뉴코아종합기획
AFA00159.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,기업홍보,뉴코아종합기획
AFA00160.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,기업홍보,뉴코아종합기획
AFA00161.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,건전한선물문화를추구,뉴코아종합기획
AFA00162.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,순천점탄생첫세일,뉴코아종합기획
AFA00163.wma,1992,(주)뉴코아,유통,대형유통,백화점,하이웨이동수원백화점,탄생첫세일,뉴코아종합기획
AFA00164.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,겨울정기바겐세일,뉴코아종합기획
AFA00165.wma,1992,(주)뉴코아,유통,대형유통,백화점,뉴코아백화점,"과천,수원,인천바겐세일",뉴코아종합기획
AFA00166.wma,1992,(주)뉴코아,유통,대형유통,백화점,하이웨이동수원백화점,탄생첫세일,뉴코아종합기획
AFA00167.wma,1997,동양백화점,유통,대형유통,백화점,동양백화점,97년상반기총결산창고대방출,(주)엘지애드
AFA00168.wma,1997,동양백화점,유통,대형유통,백화점,동양백화점,여름정기대바겐세일,(주)엘지애드
AFA00169.wma,,동양백화점,유통,대형유통,백화점,동양백화점,바캉스축제제1탄,(주)엘지애드
AFA00170.wma,,동양백화점,유통,대형유통,백화점,동양백화점,바캉스축제제2탄,(주)엘지애드
AFA00171.wma,,동양백화점,유통,대형유통,백화점,동양백화점,여름마감총결산,(주)엘지애드
AFA00172.wma,,동양백화점,유통,대형유통,백화점,동양백화점,타임월드,(주)엘지애드
AFA00173.wma,,동양백화점,유통,대형유통,백화점,동양백화점,가을정기대바겐세일,(주)엘지애드
AFA00174.wma,1996,동양백화점,유통,대형유통,백화점,"동양백화점,동양패션볼",동시봄정기바겐세일,(주)엘지애드
AFA00175.wma,1991,(주)신세계,유통,대형유통,백화점,신세계,창립기념가을정기바겐세일,(주)제일기획
AFA00176.wma,1991,동아씨티,유통,대형유통,백화점,동아씨티1차,신선도시,(주)제일기획
AFA00177.wma,1991,동아씨티,유통,대형유통,백화점,동아씨티,신선도시,(주)제일기획
AFA00178.wma,1991,동아씨티,유통,대형유통,백화점,동아씨티2차,생활이즐거워진다,(주)제일기획
AFA00179.wma,1991,(주)신세계,유통,대형유통,백화점,신세계,창립29주년기념,(주)제일기획
AFA00180.wma,1991,동아씨티,유통,대형유통,백화점,동아씨티,감사의바겐세일,(주)제일기획
AFA00181.wma,1991,(주)신세계,유통,대형유통,백화점,신세계,겨울의류쇼핑주간,(주)제일기획
AFA00182.wma,1991,(주)신세계,유통,대형유통,백화점,신세계,송년사랑의바자,(주)제일기획
AFA00183.wma,1991,동아씨티,유통,대형유통,백화점,동아씨티,신선한일들로가득채우겠어요,(주)제일기획
AFA00184.wma,1991,(주)신세계,유통,대형유통,백화점,신세계,꿈이있는크리스마스,(주)제일기획
AFA00185.wma,1991,(주)신세계,유통,대형유통,백화점,신세계,세모선물도품격의,(주)제일기획
AFA00187.wma,1992,(주)신세계,유통,대형유통,백화점,신세계,창립30주년바겐세일,(주)제일기획
AFA00188.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,겨울정기바겐세일,(주)제일기획
AFA00189.wma,1992,(주)신세계,유통,대형유통,백화점,신세계,남다른품격,(주)제일기획
AFA00190.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,설날새아침,(주)제일기획
AFA00191.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,탄생백일축제,(주)제일기획
AFA00192.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,봄이오고있습니다,(주)제일기획
AFA00194.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,봄정기바겐세일,(주)제일기획
AFA00195.wma,1992,(주)신세계,유통,대형유통,백화점,신세계,추석선물,(주)제일기획
AFA00196.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,한가위큰잔치,(주)제일기획
AFA00197.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,개점1주년기념,(주)제일기획
AFA00200.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티백화점,사시사철신선한,(주)제일기획
AFA00201.wma,1992,(주)신세계,유통,대형유통,백화점,신세계,5월이야기,(주)제일기획
AFA00202.wma,1992,동아씨티,유통,대형유통,백화점,부평동아씨티,봄,(주)제일기획
AFA00203.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,명화전,(주)제일기획
AFA00204.wma,,(주)신세계,유통,대형유통,백화점,신세계,신세계는월요일도해요,(주)제일기획
AFA00205.wma,1992,동아씨티,유통,대형유통,백화점,동아씨티,여름정기바겐세일,(주)제일기획
AFA00206.wma,1992,(주)신세계,유통,대형유통,백화점,신세계,창립30주년여름바겐세일,(주)제일기획
AFA00207.wma,,(주)신세계,유통,대형유통,백화점,신세계,여름탈출편,(주)제일기획
AFA00208.wma,1994,(주)신세계,유통,대형유통,백화점,신세계,창립32주년사은선물대축제,(주)제일기획
AFA00210.wma,1995,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,따뜻한마음이만나는곳,(주)제일기획
AFA00211.wma,1995,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,따뜻함을만나는곳,(주)제일기획
AFA00213.wma,1995,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,임신편,(주)제일기획
AFA00214.wma,1995,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,서기원편,(주)제일기획
AFA00215.wma,1996,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,맞벌이,(주)제일기획
AFA00216.wma,1996,(주)신세계,유통,대형유통,백화점,광주신세계,감사대축제,(주)제일기획
AFA00217.wma,1996,(주)신세계,유통,대형유통,백화점,신세계백화점,트리니티,(주)제일기획
AFA00218.wma,1996,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,샤베트,(주)제일기획
AFA00220.wma,1996,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,핫스넥코너,(주)제일기획
AFA00237.wma,1995,삼풍백화점,유통,대형유통,백화점,삼풍백화점,졸업입학축하선물잔치,
AFA00243.wma,,기산쇼핑프라자,유통,대형유통,의류테마점,기산쇼핑프라자,신생활의공간,
AFA00246.wma,,그레이스백화점,유통,대형유통,백화점,그레이스백화점,경품대잔치,
AFA00247.wma,,그레이스백화점,유통,대형유통,백화점,그레이스백화점기업PR,새로운감각을느낀다,동방기획
AFA00248.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,상반기고객성원보답제,C&Q
AFA00249.wma,,(주)진명공영,유통,대형유통,의류테마점,웅상쇼핑타운,분양개시,
AFA00250.wma,,그레이스백화점,유통,대형유통,백화점,그레이스백화점,여름정기바겐세일,동방기획
AFA00251.wma,,고구려약국,유통,"소형, 소매유통",약국,고구려약국,항상웃는얼굴,(주)동서기획
AFA00252.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,한가위큰잔치,C&Q
AFA00253.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,가을나들이의류대제전,C&Q
AFA00254.wma,1994,모드니백화점,유통,대형유통,백화점,모드니백화점,봄신상품초대전,
AFA00255.wma,1994,삼풍백화점,유통,대형유통,백화점,삼풍백화점,개점5주년,
AFA00256.wma,1994,삼풍백화점,유통,대형유통,백화점,삼풍백화점,이태리대전,
AFA00257.wma,1994,삼풍백화점,유통,대형유통,백화점,삼풍백화점,개점5주년사은잔치,
AFA00258.wma,1994,(주)전자랜드,유통,"소형, 소매유통",전자대리점,전자랜드,더욱새로워졌습니다,
AFA00259.wma,1994,앤비프라자,유통,대형유통,대형유통 기타,앤비프라자,신감각패션전문점,
AFA00260.wma,1995,삼풍백화점,유통,대형유통,백화점,삼풍백화점,설날선물잔치,
AFA00261.wma,1995,삼풍백화점,유통,대형유통,백화점,삼풍백화점,봄정기바겐세일,
AFA00262.wma,1995,삼풍백화점,유통,대형유통,백화점,삼풍백화점,가족사랑,
AFA00263.wma,1995,삼풍백화점,유통,대형유통,백화점,삼풍백화점,여름정기바겐세일,
AFA00265.wma,,보스컴퓨터,유통,"소형, 소매유통",전자대리점,보스컴퓨터,컴퓨터구입편리해야죠,C&Q
AFA00266.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,봄정기바겐세일,C&Q
AFA00267.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,봄정기바겐세일,C&Q
AFA00268.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,전라남도향토특산물전,C&Q
AFA00269.wma,,모드니백화점,유통,대형유통,백화점,모드니백화점,50만돌파,C&Q
AFA00270.wma,1994,삼풍백화점,유통,대형유통,백화점,삼풍백화점,첫정기바겐세일,누리기획
AFA00271.wma,1994,모드니백화점,유통,대형유통,백화점,모드니백화점,송년대잔치,C&Q
AFA00272.wma,1994,그레이스백화점,유통,대형유통,백화점,그레이스백화점,새해첫정기바겐세일,동방기획
AFA00273.wma,1994,그레이스백화점,유통,대형유통,백화점,그레이스백화점,설날큰잔치,동방기획
AFA00274.wma,1994,그레이스백화점,유통,대형유통,백화점,그레이스백화점,졸업과입학축하,동방기획
AFA00275.wma,1994,모드니백화점,유통,대형유통,백화점,모드니백화점,새해복많이받으세요,C&Q
AFA00276.wma,1994,모드니백화점,유통,대형유통,백화점,모드니백화점,신년첫바겐세일,C&Q
AFA00277.wma,1992,(주)보광훼미리마트,유통,"소형, 소매유통",편의점,훼미리마트,24시간열려있어요,(주)제일기획
AFA00279.wma,1995,한화백화점,유통,대형유통,백화점,한화백화점,새단장세일,삼희기획
AFA00280.wma,1995,한화백화점,유통,대형유통,백화점,한화백화점,가을정기바겐세일,삼희기획
AFA00281.wma,1993,한신코아,유통,대형유통,의류테마점,한신코아,서비스편,나라기획
AFA00282.wma,1993,한신코아,유통,대형유통,의류테마점,한신코아,편안한이웃,나라기획
AFA00283.wma,1993,한신코아,유통,대형유통,의류테마점,한신코아,생활의여유,나라기획
AFA00284.wma,1992,진흥기업(주)부산백화점,유통,대형유통,백화점,한정판매,한정세일,(주)대홍기획
AFA00285.wma,,진흥기업(주)부산백화점,유통,대형유통,백화점,개점9주년,사은큰잔치,(주)대홍기획
AFA00286.wma,1992,진흥기업(주)부산백화점,유통,대형유통,백화점,연말사은인사,성원보답,(주)대홍기획
AFA00287.wma,1992,진흥기업(주)부산백화점,유통,대형유통,백화점,신년인사,새해복많이받으세요,(주)대홍기획
AFA00288.wma,1992,진흥기업(주)부산백화점,유통,대형유통,백화점,신년첫바겐,신년세일,(주)대홍기획
AFA00289.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,졸업입학전,졸업과입학의사랑의축제,(주)대홍기획
AFA00290.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,발렌다인데이,사랑의축제,(주)대홍기획
AFA00291.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,봄패션제안전,화려한봄을느낀다,(주)대홍기획
AFA00292.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,입학축하전,입학축하합니다,(주)대홍기획
AFA00293.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,동래패션1번가,봄이피어난다,(주)대홍기획
AFA00294.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,3월축하잔치,개점10주년,(주)대홍기획
AFA00295.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,무보증신용카드,분실도난안전,(주)대홍기획
AFA00296.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,자선바자,심장병어린이돕기,(주)대홍기획
AFA00297.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,봄정기바겐세일,알뜰주부초대,(주)대홍기획
AFA00298.wma,1993,진흥기업(주)부산백화점,유통,대형유통,백화점,4월축하잔치,개점10주년,(주)대홍기획
